"respondentid","RCa10","WA01_c","WA02_c","WA03_c","WA04_c","WA07_c","WB01_c","WB04_c","WB05_c","WC03_c","WC04_c","WC05_c","WC06_c","WD01_c","WD02_c","WE01_c","WFa01_c","WFa02_c","WFa03_c","WFb02_c","WFc01_c","WFC02_c","WG01_c","WG02_c","WHb01_c","WHc01_c","WHc02_c","WHd01_c","RD01_c","ABo04_c","ABo05_c","ABo06_c","ABo07_c","ABo08_c","ABo09_c","ABo10_c","ABo11_c","ABo12_c","ABo13_c","ABo14_c","ABo15_c","CA02_c","CBa01_c","CBa02_c","CBb01_c","CCa02_c","CDa05_c","CDb01_c","CDd01_c","CDd04_c","CEa01_c","CFb01_c","EB01_c","EC01_c","ED01_c","EE01_c","KB01_c","KF03_c","MA01_c","MA04_c","MB01_c","MB02_c","MB03_c","SB01_c","SB02_c"
10943860,NA,"female",44,"four-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","yes, other household member",2,0,"married","owned with mortgage or loan","texas (tx)","urban","yes",1,NA,"no",NA,"employer plan","kerry","somewhat liberal",9,9,8,9,NA,NA,9,8,10,NA,"no","wrong track","somewhat better","same","cut taxes","increase regulation",NA,"set withdrawal deadline","somewhat oppose",NA,"available to anyone","more important to keep economy growing","three hours but less than four",2,2,"several hours per day",5,NA,"democrat","somewhat liberal",NA,"strongly disagree","strongly disagree",7,8
10944033,"No","female",38,"graduate or professional degree",NA,"yes, more than $25,000","homemaker",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","catholic","yes, other household member",2,4,"married","owned with mortgage or loan","illinois (il)","urban","yes",3,NA,"yes","no","employer plan","bush","very liberal",7,5,3,5,NA,NA,3,4,5,NA,"no","wrong track","somewhat better","much better","cut taxes","increase competition",NA,"keep troops until stable government","somewhat favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","one hour but less than two",0,4,"several hours per day",5,NA,"independent","moderate",NA,NA,NA,7,7
10944062,"No","male",42,"graduate or professional degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","yes, respondent",2,3,"married","owned with mortgage or loan","wyoming (wy)","urban","yes",1,NA,"yes","yes","employer plan","bush","very liberal",1,2,0,2,NA,NA,3,0,1,NA,"no","wrong track","somewhat better","somewhat worse","cut taxes","increase competition",NA,"keep troops until stable government","somewhat favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","two hours but less than three",7,7,"almost every day",7,NA,"republican","very conservative",NA,"strongly disagree","somewhat agree",998,998
10944259,NA,"female",63,"some college, no degree",NA,"yes, less than $5,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","catholic","no one in household has served",2,0,"widowed","owned free and clear","colorado (co)","rural","no",1,NA,"yes","no","no insurance","bush","moderate",10,10,6,9,NA,NA,10,8,8,NA,"no","wrong track","somewhat better","somewhat better","cut taxes","increase regulation",NA,"keep troops until stable government","somewhat favor",NA,"available to anyone","more important to keep economy growing","four hours but less than five",0,7,NA,7,NA,"independent","somewhat conservative",NA,"somewhat disagree","strongly disagree",10,10
10944334,"No","female",72,"high school diploma or equivalent",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","catholic","yes, other household member",2,0,"married","owned free and clear","new york (ny)","suburban","yes",1,NA,"yes","no","employer plan","bush","very liberal",2,2,0,2,NA,NA,2,0,1,NA,"yes","wrong track","same","same","cut taxes","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","none",7,7,"rarely",7,NA,"republican","very conservative",NA,"somewhat disagree","somewhat agree",6,6
10944342,NA,"female",74,"high school diploma or equivalent",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","catholic","no one in household has served",1,0,"divorced","owned free and clear","new hampshire (nh)","urban","no",1,NA,"no",NA,"medicare or medicaid","kerry","very liberal",10,10,7,8,NA,NA,10,10,10,NA,"no","wrong track","much better","somewhat better","keep taxes as they are","increase regulation",NA,"withdraw as soon as possible","somewhat favor",NA,"available with stricter limits","environment should be top priority","five hours",3,1,NA,3,NA,"independent","somewhat liberal",NA,"strongly agree","strongly agree",5,5
10944454,"Yes","female",48,"high school diploma or equivalent",NA,"yes, $10,000-$25,000","working full time","work for someone else","yes, other household member","white or white hispanic","yes",NA,NA,"few times a year","other type of christian","yes, other household member",3,0,"never married","owned free and clear","wyoming (wy)","urban","no",1,NA,"yes","yes","employer plan","kerry","very conservative",10,10,9,10,NA,NA,10,10,10,NA,"no","wrong track","somewhat better","somewhat better","cut taxes","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","more important to keep economy growing","two hours but less than three",0,3,NA,6,NA,"democrat","somewhat liberal",NA,"strongly agree","strongly agree",5,8
10944802,"Yes","female",80,"some high school, no diploma",NA,"no money invested","retired",NA,"yes, respondent","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,0,"widowed","owned free and clear","kentucky (ky)","suburban","no",1,NA,"yes","no",NA,"kerry","very conservative",10,10,10,10,NA,NA,10,10,10,NA,"no","wrong track","much worse","same","cut taxes","increase competition",NA,"withdraw as soon as possible","strongly favor",NA,"available to anyone","more important to keep economy growing","less than one hour",0,7,NA,7,NA,"democrat","moderate",NA,NA,NA,10,10
10944970,"Yes","female",55,"graduate or professional school after college, no degree",NA,"yes, more than $25,000","working full time","self-employed","no union members in household","black, african american, or black hispanic","yes",NA,NA,"few times a year","protestant","yes, other household member",1,0,"married","owned with mortgage or loan","virginia (va)","suburban","yes",1,NA,"no",NA,"employer plan","kerry","somewhat liberal",9,10,7,10,NA,NA,9,8,8,NA,"no","wrong track","somewhat better","same","keep taxes as they are","increase competition",NA,"set withdrawal deadline","somewhat favor",NA,"available with stricter limits","environment should be top priority","two hours but less than three",7,7,"almost every day",7,NA,"independent","moderate",NA,NA,NA,999,999
10945032,"Yes","female",39,"associate's or two-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","yes, other household member","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",2,1,"married","owned with mortgage or loan","illinois (il)","urban","yes",1,NA,"no",NA,"employer plan","kerry","moderate",10,7,7,7,NA,NA,8,8,10,NA,"no","wrong track","much better","much better","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","three hours but less than four",998,998,"several hours per day",7,NA,"democrat","moderate",NA,"somewhat agree","strongly agree",7,10
10945137,"No","female",60,"four-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","no one in household has served",1,0,"divorced","owned with mortgage or loan","new york (ny)","urban","yes",1,NA,"no",NA,"employer plan","bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"yes","wrong track","much better","same","keep taxes as they are","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","one hour but less than two",6,0,"almost every day",7,NA,"republican","somewhat conservative",NA,NA,NA,10,10
10945150,NA,"female",54,"high school diploma or equivalent",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,0,"married","owned free and clear","pennsylvania (pa)","suburban","yes",1,NA,"yes","yes","employer plan","bush","somewhat liberal",3,1,1,3,NA,NA,998,1,1,NA,"no","wrong track","somewhat better","same","none of these","neither",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","neither","two hours but less than three",0,0,"few times per month",0,NA,"republican","somewhat liberal",NA,NA,NA,999,999
10945174,"Yes","female",67,"graduate or professional degree",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"few times a year","jewish","yes, other household member",2,0,"married","owned with mortgage or loan","new york (ny)","suburban","yes",2,NA,"no",NA,"medicare or medicaid","kerry","very liberal",9,10,7,10,NA,NA,10,10,9,NA,"no","wrong track","somewhat better","same","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available with stricter limits","both equally","four hours but less than five",0,7,"almost every day",7,NA,"democrat","very liberal",NA,"strongly disagree","strongly disagree",10,7
10945216,NA,"female",71,"some college, no degree",NA,"no money invested","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","no religion / atheist / agnostic","yes, other household member",1,0,"married","owned free and clear","kansas (ks)","rural","no",1,NA,"no",NA,"other government program","nader","don't know",10,10,10,10,NA,NA,10,10,8,NA,"no","wrong track","somewhat better","somewhat worse","raise taxes if necessary","increase regulation",NA,"withdraw as soon as possible","somewhat oppose",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","one hour but less than two",0,3,NA,7,NA,"democrat","very liberal",NA,"somewhat agree","somewhat agree",10,8
10945248,NA,"male",69,"four-year college degree",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","protestant","no one in household has served",2,0,"married","owned free and clear","idaho (id)","rural","yes",1,NA,"yes","no","other insurance","bush","very liberal",2,0,0,1,NA,NA,3,2,0,NA,"no","wrong track","somewhat better","somewhat better","cut taxes","increase competition",NA,"keep troops until stable government","strongly favor",NA,"available to anyone","more important to keep economy growing","two hours but less than three",4,4,"few times per month",2,NA,"republican","very conservative",NA,"somewhat agree","somewhat agree",8,8
10945255,"Yes","male",43,"four-year college degree",NA,"yes, $5,000-$10,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no religion / atheist / agnostic","no one in household has served",1,0,"never married","owned with mortgage or loan","utah (ut)","urban","yes",1,NA,"no",NA,"employer plan","kerry","somewhat liberal",9,9,8,9,NA,NA,9,8,9,NA,"no","wrong track","somewhat better","somewhat better","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","somewhat oppose",NA,"available with stricter limits","environment should be top priority","two hours but less than three",0,2,"several hours per day",2,NA,"independent","very liberal",NA,NA,NA,8,8
10945441,NA,"male",40,"some high school, no diploma",NA,"no money invested","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",2,2,"married","owned with mortgage or loan","texas (tx)","rural","yes",1,NA,"yes","no","employer plan","did not vote for president","somewhat liberal",1,5,0,1,NA,NA,0,5,0,NA,"yes","wrong track","somewhat better","somewhat better","cut taxes","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available with stricter limits","environment should be top priority","none",0,1,"almost every day",5,NA,"independent","moderate",NA,"somewhat agree","strongly agree",998,998
10945553,NA,"male",28,"some high school, no diploma",NA,"no money invested","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",2,3,"living as married","rented","virginia (va)","urban","yes",1,NA,"no",NA,"employer plan","did not vote for president","moderate",10,7,6,7,NA,NA,6,8,7,NA,"no","no answer","same","much worse","keep taxes as they are","increase regulation",NA,"keep troops until stable government","strongly oppose",NA,"available with stricter limits","both equally","five hours",0,0,"rarely",4,NA,"other","moderate",NA,"somewhat agree","strongly agree",7,7
10945718,"Yes","male",70,"graduate or professional degree",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","protestant","yes, respondent",2,0,"married","owned free and clear","ohio (oh)","suburban","yes",3,NA,"no",NA,"medicare or medicaid","bush","somewhat liberal",8,10,8,7,NA,NA,10,10,5,NA,"no","wrong track","somewhat better","somewhat better","cut taxes","increase regulation",NA,"set withdrawal deadline","strongly favor",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","three hours but less than four",2,7,"at least once per week",4,NA,"independent","somewhat conservative",NA,NA,NA,7,7
10945740,"No","male",66,"technical or vocational school after high school",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","no one in household has served",1,0,"married","owned with mortgage or loan","pennsylvania (pa)","suburban","yes",3,NA,"yes","yes","employer plan","bush","very liberal",0,3,0,0,NA,NA,0,0,0,NA,"no","wrong track","somewhat better","much better","cut taxes","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","one hour but less than two",5,5,"almost every day",5,NA,"republican","somewhat conservative",NA,NA,NA,7,7
10945938,NA,"male",55,"high school diploma or equivalent",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",2,0,"married","owned free and clear","michigan (mi)","suburban","yes",1,NA,"yes","yes","employer plan","bush","somewhat conservative",4,4,5,4,NA,NA,5,4,4,NA,"no","right direction","same","somewhat worse","keep taxes as they are","increase competition",NA,"keep troops until stable government","somewhat favor",NA,"available with stricter limits","more important to keep economy growing","two hours but less than three",7,3,"at least once per week",2,NA,"republican","very conservative",NA,NA,NA,5,5
10945945,"No","male",64,"some high school, no diploma",NA,"no money invested","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",1,0,"separated","rented","pennsylvania (pa)","rural","no",1,NA,"no",NA,"no insurance","did not vote for president","very liberal",5,4,8,2,NA,NA,7,6,1,NA,"no","wrong track","same","somewhat worse","keep taxes as they are","neither",NA,"withdraw as soon as possible","somewhat oppose",NA,"not permitted under any circumstances","more important to keep economy growing","three hours but less than four",0,2,NA,0,NA,"democrat","moderate",NA,NA,NA,7,7
10946049,NA,"male",68,"graduate or professional degree",NA,"yes, more than $25,000","working full time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","yes, other household member",1,0,"married","owned free and clear","colorado (co)","rural","yes",2,NA,"no",NA,"medicare or medicaid","kerry","moderate",10,10,9,10,NA,NA,10,10,10,NA,"no","wrong track","much better","same","raise taxes if necessary","increase regulation",NA,"withdraw as soon as possible","strongly oppose",NA,"available to anyone","environment should be top priority","none",2,7,"several hours per day",7,NA,"democrat","very liberal",NA,"strongly disagree","strongly disagree",0,0
10946066,"No","male",37,"high school diploma or equivalent",NA,"no money invested","working full time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"few times a year","no denomination","yes, respondent",2,2,"married","owned with mortgage or loan","california (ca)","suburban","yes",1,NA,"yes","no","employer plan","kerry","very liberal",8,3,2,7,NA,NA,8,1,2,NA,"no","wrong track","somewhat better","same","keep taxes as they are","increase regulation",NA,"keep troops until stable government","somewhat oppose",NA,"available with stricter limits","environment should be top priority","less than one hour",5,0,"at least once per week",7,NA,"democrat","somewhat conservative",NA,"somewhat disagree","somewhat disagree",3,3
10946340,NA,"female",39,"four-year college degree",NA,"yes, $10,000-$25,000","working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","no one in household has served",2,3,"married","owned with mortgage or loan","virginia (va)","suburban","yes",1,NA,"no",NA,"employer plan","bush","somewhat liberal",5,5,5,5,NA,NA,5,5,5,NA,"no","wrong track","much better","same","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","environment should be top priority","one hour but less than two",0,0,"almost every day",1,NA,"republican","moderate",NA,NA,NA,5,5
10946346,"No","female",45,"graduate or professional degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",1,2,"divorced","owned with mortgage or loan","pennsylvania (pa)","suburban","yes",1,NA,"no",NA,"employer plan","bush","somewhat liberal",8,8,6,8,NA,NA,8,8,7,NA,"no","wrong track","somewhat better","same","keep taxes as they are","increase regulation",NA,"keep troops until stable government","strongly oppose",NA,"available to anyone","more important to keep economy growing","none",0,0,"almost every day",3,NA,"independent","moderate",NA,NA,NA,6,6
10946411,"No","male",29,"graduate or professional degree",NA,"yes, $10,000-$25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",2,1,"married","owned with mortgage or loan","illinois (il)","suburban","yes",1,NA,"yes","no","employer plan","bush","very liberal",5,3,3,4,NA,NA,6,2,3,NA,"no","don't know","somewhat better","somewhat better","keep taxes as they are","increase competition",NA,"keep troops until stable government","strongly favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","two hours but less than three",7,0,"almost every day",3,NA,"other","very conservative",NA,NA,NA,7,7
10946601,"No","male",68,"high school diploma or equivalent",NA,"no money invested","retired",NA,"no union members in household","mixed race","yes",NA,NA,"few times a year","protestant","yes, respondent",1,0,"divorced","owned free and clear","arkansas (ar)","rural","no",1,NA,"yes","no","other government program","bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"yes","wrong track","don't know","same","cut taxes","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"available with stricter limits","environment should be top priority","five hours",0,0,NA,5,NA,"independent","moderate",NA,NA,NA,5,5
10946617,NA,"female",57,"some college, no degree",NA,"no money invested","permanently disabled",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",57,0,"divorced","rented","iowa (ia)","urban","yes",1,NA,"no",NA,"medicare or medicaid","did not vote for president","moderate",8,9,7,8,NA,NA,9,8,7,NA,"no","wrong track","somewhat better","same","cut taxes","increase regulation",NA,"set withdrawal deadline","strongly oppose",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","five hours",7,3,"rarely",1,NA,"democrat","somewhat conservative",NA,"strongly disagree","somewhat agree",6,5
10946648,"Yes","male",50,"graduate or professional degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","yes, respondent",2,0,"married","owned free and clear","colorado (co)","rural","yes",1,NA,"no",NA,"employer plan","kerry","somewhat liberal",4,5,3,7,NA,NA,5,5,5,NA,"no","wrong track","much better","much better","none of these","neither",NA,"withdraw as soon as possible","strongly oppose",NA,"available to anyone","environment should be top priority","one hour but less than two",2,0,"several hours per day",7,NA,"independent","moderate",NA,"strongly disagree","somewhat agree",5,5
10946757,NA,"male",62,"technical or vocational school after high school",NA,"no money invested","working full time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",2,0,"married","owned with mortgage or loan","south carolina (sc)","suburban","yes",1,NA,"yes","no","no insurance","bush","very liberal",5,5,4,6,NA,NA,5,4,3,NA,"no","wrong track","somewhat better","much better","cut taxes","increase regulation",NA,"keep troops until stable government","somewhat favor",NA,"available with stricter limits","both equally","two hours but less than three",2,0,"several hours per day",7,NA,"republican","somewhat conservative",NA,NA,NA,5,5
10946957,"Yes","male",47,"some college, no degree",NA,"no money invested","working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","other religion","no one in household has served",2,0,"widowed","rented","virginia (va)","rural","yes",1,NA,"yes","no","no insurance","bush","very liberal",998,6,4,998,NA,NA,998,4,998,NA,"no","right direction","don't know","same","keep taxes as they are","neither",NA,"keep troops until stable government","strongly oppose",NA,"available to anyone","both equally","none",0,3,"several hours per day",0,NA,"independent","somewhat conservative",NA,NA,NA,8,8
10946985,"Yes","male",79,"technical or vocational school after high school",NA,"no money invested","retired",NA,"yes, respondent","white or white hispanic","yes",NA,NA,"few times a year","protestant","yes, respondent",1,0,"widowed","owned with mortgage or loan","minnesota (mn)","rural","yes",1,NA,"yes","no",NA,"kerry","moderate",10,10,8,10,NA,NA,8,10,10,NA,"no","wrong track","same","same","none of these","increase competition",NA,"withdraw as soon as possible","strongly oppose",NA,"available to anyone","more important to keep economy growing","four hours but less than five",0,7,"almost every day",7,NA,"democrat","moderate",NA,NA,NA,5,5
10947083,"No","male",61,"four-year college degree",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","yes, respondent",1,0,"married","owned with mortgage or loan","new jersey (nj)","suburban","yes",1,NA,"no",NA,"employer plan","bush","very liberal",2,0,0,0,NA,NA,0,0,0,NA,"no","don't know","much better","much better","cut taxes","increase competition",NA,"keep troops until stable government","strongly favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","none",0,7,"several hours per day",7,NA,"independent","somewhat conservative",NA,NA,NA,999,999
10947206,"No","male",53,"associate's or two-year college degree",NA,"yes, $10,000-$25,000","working full time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"few times a year","no denomination","yes, respondent",1,0,"married","owned with mortgage or loan","wisconsin (wi)","urban","yes",2,NA,"yes","yes","employer plan","bush","somewhat liberal",998,7,4,998,NA,NA,10,5,7,NA,"no","wrong track","much better","same","cut taxes","increase competition",NA,"keep troops until stable government","somewhat favor",NA,"available to anyone","more important to keep economy growing","three hours but less than four",0,2,"several hours per day",0,NA,"independent","moderate",NA,"somewhat disagree","somewhat agree",7,7
10947500,"No","female",48,"some college, no degree",NA,"no money invested","working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"no answer","protestant","no one in household has served",2,0,"married","owned free and clear","florida (fl)","rural","yes",1,NA,"no answer",NA,"no insurance","don't know","very liberal",2,2,2,1,NA,NA,1,0,2,NA,"no","wrong track","same","same","keep taxes as they are","neither",NA,"set withdrawal deadline","don't know",NA,"not permitted under any circumstances","more important to keep economy growing","none",4,0,"at least once per week",0,NA,"republican","somewhat conservative",NA,NA,NA,5,5
10947736,"Yes","male",57,"associate's or two-year college degree",NA,"no money invested","permanently disabled",NA,"yes, both","mixed race","yes",NA,NA,"never","other religion","no one in household has served",2,0,"separated","rented","new york (ny)","urban","yes",1,NA,"no",NA,NA,"kerry","somewhat liberal",5,8,4,8,NA,NA,5,5,5,NA,"no","wrong track","somewhat better","same","cut taxes","increase regulation",NA,"withdraw as soon as possible","strongly oppose",NA,"available to anyone","environment should be top priority","two hours but less than three",0,7,"several hours per day",7,NA,"democrat","somewhat liberal",NA,"strongly disagree","strongly agree",8,8
10947759,"No","female",52,"graduate or professional school after college, no degree",NA,"no money invested","temporarily unemployed",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","yes, other household member",1,1,"married","owned with mortgage or loan","new jersey (nj)","suburban","yes",1,NA,"no",NA,NA,"bush","moderate",3,3,998,3,NA,NA,0,3,1,NA,"yes","wrong track","somewhat better","somewhat better","cut taxes","don't know",NA,"keep troops until stable government","strongly favor",NA,"not permitted except for rape, incest, or life risk","don't know","none",0,0,"rarely",1,NA,"republican","moderate",NA,NA,NA,5,5
10947776,NA,"male",70,"some college, no degree",NA,"no money invested","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","yes, respondent",2,0,"married","owned free and clear","alabama (al)","suburban","yes",1,NA,"yes","no","medicare or medicaid","bush","moderate",0,5,0,2,NA,NA,8,2,5,NA,"no","wrong track","somewhat worse","much better","keep taxes as they are","increase regulation",NA,"withdraw as soon as possible","somewhat favor",NA,"available with stricter limits","more important to keep economy growing","five hours",0,7,"several hours per day",7,NA,"republican","moderate",NA,"strongly disagree","somewhat disagree",3,4
10948020,"Yes","male",65,"four-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","no","yes",25,"few times a year","protestant","no one in household has served",1,0,"divorced","rented","arkansas (ar)","rural","yes",1,NA,"no",NA,"employer plan","did not vote for president","somewhat liberal",8,8,5,8,NA,NA,5,8,5,NA,"no","wrong track","much better","somewhat better","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","none",5,4,"almost every day",7,NA,"independent","somewhat liberal",NA,NA,NA,7,7
10948038,"Yes","female",21,"high school diploma or equivalent",NA,"no money invested","homemaker",NA,"no union members in household","white or white hispanic","no","no",2,"never","catholic","no one in household has served",2,3,"living as married","rented","arizona (az)","suburban","no",1,NA,"no",NA,"other insurance","did not vote for president","don't know",0,0,0,5,NA,NA,0,0,6,NA,"no","wrong track","much worse","much worse","cut taxes","increase regulation",NA,"withdraw as soon as possible","strongly favor",NA,"not permitted under any circumstances","more important to keep economy growing","three hours but less than four",0,0,NA,0,NA,"independent","very liberal",NA,"strongly disagree","strongly disagree",998,5
10948096,"No","male",53,"some college, no degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","no denomination","yes, respondent",1,0,"married","owned with mortgage or loan","florida (fl)","suburban","no",1,NA,"yes","no","employer plan","bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"no","wrong track","somewhat better","much better","cut taxes","increase regulation",NA,"keep troops until stable government","strongly favor",NA,"available to anyone","more important to keep economy growing","none",0,0,NA,3,NA,"independent","somewhat conservative",NA,NA,NA,8,8
10948231,NA,"female",83,"four-year college degree",NA,"yes, more than $25,000","homemaker",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","yes, other household member",2,0,"married","owned free and clear","montana (mt)","rural","no",1,NA,"yes","no","medicare or medicaid","kerry","somewhat liberal",8,9,8,9,NA,NA,10,9,9,NA,"no","wrong track","somewhat better","somewhat better","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","don't know",NA,"available with stricter limits","don't know","three hours but less than four",0,7,NA,3,NA,"democrat","moderate",NA,"somewhat disagree","somewhat agree",8,8
10948250,"Yes","female",50,"four-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","no denomination","no one in household has served",1,2,"divorced","owned with mortgage or loan","california (ca)","urban","yes",1,NA,"no",NA,"employer plan","kerry","somewhat liberal",10,10,8,10,NA,NA,10,10,8,NA,"no","wrong track","somewhat better","somewhat better","none of these","neither",NA,"withdraw as soon as possible","somewhat oppose",NA,"available to anyone","environment should be top priority","less than one hour",2,7,"several hours per day",7,NA,"democrat","very liberal",NA,"strongly disagree","strongly disagree",8,8
10948383,NA,"female",64,"high school diploma or equivalent",NA,"no money invested","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","yes, other household member",3,0,"married","owned free and clear","missouri (mo)","suburban","yes",3,NA,"yes","no","employer plan","kerry","very liberal",10,10,10,10,NA,NA,10,10,10,NA,"no","wrong track","much worse","somewhat better","don't know","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","one hour but less than two",0,2,"several hours per day",7,NA,"democrat","very liberal",NA,"somewhat agree","somewhat agree",5,5
10948487,NA,"male",59,"four-year college degree",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","no one in household has served",2,0,"married","owned with mortgage or loan","florida (fl)","suburban","yes",1,NA,"yes","no","employer plan","bush","very liberal",5,5,2,3,NA,NA,5,998,2,NA,"no","wrong track","same","much better","cut taxes","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"available with stricter limits","more important to keep economy growing","two hours but less than three",7,7,"almost every day",7,NA,"other","somewhat conservative",NA,"strongly disagree","strongly disagree",5,5
10948560,NA,"male",72,"high school diploma or equivalent",NA,"yes, less than $5,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",2,0,"married","owned with mortgage or loan","ohio (oh)","suburban","no",1,NA,"no answer",NA,"employer plan","bush","moderate",4,4,3,3,NA,NA,3,2,5,NA,"no","wrong track","much better","somewhat better","none of these","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","five hours",1,7,NA,3,NA,"republican","moderate",NA,"strongly agree","strongly agree",5,5
